Address,Latitude,Longitude,CorrectValue
福井県 福井市 小和清水町,36.0167172,136.3525769,0
福井県 福井市 小幡町,36.1437219,136.1234312,0
福井県 福井市 境寺町,35.9994999,136.3648874,0
福井県 福井市 坂下町,36.0704382,136.2787676,0
福井県 福井市 笹谷町,36.004784,136.1037,0
福井県 福井市 里別所新町,36.0881944,136.1981993,0
福井県 福井市 里別所町,36.0881361,136.1930139,0
福井県 福井市 佐野町,36.1381198,136.1420328,0
福井県 福井市 三郎丸,36.0762098,136.1921109,0
福井県 福井市 更毛町,36.0546529,136.1179547,0
福井県 福井市 皿谷町,36.0268497,136.4293192,0
福井県 福井市 三本木町,35.9872076,136.2074368,0
福井県 福井市 三万谷町,36.0056139,136.3184255,0
福井県 福井市 重立町,36.0788488,136.2868307,0
福井県 福井市 四十谷町,36.1076723,136.1774075,0
福井県 福井市 志津が丘,36.0172325,136.123133,0
福井県 福井市 品ケ瀬町,36.0017719,136.3605486,0
福井県 福井市 志比口,36.0703501,136.2342314,0
福井県 福井市 島橋町,36.0890835,136.2765229,0
福井県 福井市 島山梨子町,36.1331153,136.1611561,0
福井県 福井市 清水平町,36.0973751,136.110625,0
福井県 福井市 清水畑町,36.0330968,136.1053536,0
福井県 福井市 清水山町,36.0195051,136.1611399,0
福井県 福井市 下荒井町,36.027244,136.2071632,0
福井県 福井市 下市町,36.0732902,136.1736463,0
福井県 福井市 下江尻町,35.9947532,136.19083,0
福井県 福井市 下河北町,36.0193452,136.2149074,0
福井県 福井市 下東郷町,36.0200682,136.2613177,0
福井県 福井市 下毘沙門町,36.0216738,136.2707252,0
福井県 福井市 下細江町,36.0203956,136.2436802,0
福井県 福井市 下森田新町,36.1069121,136.2283463,0
福井県 福井市 下森田本町,36.1082174,136.2256632,0
福井県 福井市 下六条町,36.0284471,136.2305728,0
福井県 福井市 順化,36.0666971,136.2142304,0
福井県 福井市 浄教寺町,35.9862621,136.2924092,0
福井県 福井市 小路町,36.0159387,136.2774357,0
福井県 福井市 浄土寺町,36.1393475,136.1550565,0
福井県 福井市 菖蒲谷町,36.148877,136.1405459,0
福井県 福井市 白方町,36.1611976,136.1190744,0
福井県 福井市 白浜町,36.0808542,136.0282297,0
福井県 福井市 次郎丸町,36.0403659,136.2777605,0
福井県 福井市 新田本町,36.1061636,136.2522858,0
福井県 福井市 新保,36.0799359,136.2482056,0
福井県 福井市 新保町,36.0825722,136.2576049,0
福井県 福井市 末町,36.0467647,136.1094557,0
福井県 福井市 菅谷町,36.0733073,136.192669,0
福井県 福井市 砂子坂町,36.1443192,136.1481567,0
福井県 福井市 成和,36.0546191,136.2432345,0
福井県 福井市 曽万布町,36.0453094,136.260845,0
福井県 福井市 大東,36.0644433,136.2505779,0
福井県 福井市 高木中央,36.0899424,136.2375565,0
福井県 福井市 高木北,36.0989938,136.2330043,0
福井県 福井市 高須町,36.1140369,136.1063197,0
福井県 福井市 高屋町,36.1126911,136.1794238,0
福井県 福井市 高柳町,36.0977081,136.2379788,0
福井県 福井市 竹生町,36.0461235,136.1525681,0
福井県 福井市 田尻栃谷町,36.0361222,136.1658444,0
福井県 福井市 種池町,36.0378143,136.186042,0
福井県 福井市 田ノ谷町,36.1029922,136.1722914,0
福井県 福井市 田原,36.0724686,136.2137415,0
福井県 福井市 月見,36.0444336,136.2136648,0
福井県 福井市 土橋町,36.1001624,136.1912089,0
福井県 福井市 角原町,35.992957,136.2165218,0
福井県 福井市 テクノポート,36.189638,136.1340475,0
福井県 福井市 照手,36.0656861,136.2107975,0
福井県 福井市 殿下町,36.0597498,136.2628107,0
福井県 福井市 東郷中島町,36.0228066,136.2583346,0
福井県 福井市 燈豊町,36.1233273,136.1399332,0
福井県 福井市 栂野町,36.0353157,136.2528989,0
福井県 福井市 所谷町,36.0281049,136.4208006,0
福井県 福井市 豊島,36.0580345,136.2219967,0
福井県 福井市 中新田町,36.1010173,136.257891,0
福井県 福井市 中野,36.0029991,136.1851912,0
福井県 福井市 中毘沙門町,36.0209795,136.2740832,0
福井県 福井市 中山町,36.1403501,136.1179152,0
福井県 福井市 長本町,36.0745139,136.241481,0
福井県 福井市 奈良瀬町,36.0117418,136.3334597,0
福井県 福井市 西板垣町,36.0518745,136.2282356,0
福井県 福井市 西開発,36.0749386,136.2366313,0
福井県 福井市 西河原町,35.9618231,136.3673,0
福井県 福井市 西谷,36.0361735,136.2083294,0
福井県 福井市 西中野町,36.1461385,136.1530617,0
福井県 福井市 西別所町,36.0292379,136.0643427,0
福井県 福井市 新田塚町,36.0890971,136.2099786,0
福井県 福井市 猫瀬町,36.0813744,136.119735,0
福井県 福井市 畠中町,36.0410775,136.0463165,0
福井県 福井市 花堂東,36.0423146,136.2216589,0
福井県 福井市 浜島町,36.1489352,136.112351,0
福井県 福井市 林藤島町,36.0885914,136.2670098,0
福井県 福井市 東天田町,35.9772217,136.3736684,0
福井県 福井市 東河原町,35.9569874,136.366239,0
福井県 福井市 東俣町,35.9854102,136.4358445,0
福井県 福井市 深坂町,36.1425276,136.1121682,0
福井県 福井市 福,36.0461579,136.1933802,0
福井県 福井市 布施田町,36.1460333,136.1616857,0
福井県 福井市 渕町,36.0408808,136.1945302,0
福井県 福井市 舟橋新町,36.0979155,136.2022881,0
福井県 福井市 古市町,36.1042763,136.2285575,0
福井県 福井市 鉾ケ崎町,36.0035192,136.2108861,0
福井県 福井市 本堂町,36.0520367,136.1291091,0
福井県 福井市 町屋,36.0792763,136.2264599,0
福井県 福井市 間戸町,35.9869237,136.3932913,0
福井県 福井市 水切町,36.1449025,136.1416545,0
福井県 福井市 南江守町,36.0298962,136.1978498,0
福井県 福井市 南宮地町,35.9922814,136.4167216,0
福井県 福井市 みのり,36.0492635,136.2150228,0
福井県 福井市 美山町,35.9991749,136.3610293,0
福井県 福井市 桃園,36.06112,136.2026069,0
福井県 福井市 八重巻東町,36.1041093,136.2232385,0
福井県 福井市 安原町,36.0156916,136.277944,0
福井県 福井市 山室町,36.1180406,136.1829846,0
福井県 福井市 米松,36.0707005,136.2420503,0
福井県 福井市 若杉浜,36.063553,136.1890251,0
福井県 福井市 和田東,36.0527416,136.2468483,0
福井県 敦賀市 麻生口,35.6052555,136.1226182,0
福井県 敦賀市 市野々,35.6243882,136.0517832,0
福井県 敦賀市 獺河内,35.6762479,136.1166095,0
福井県 敦賀市 岡山町,35.6283464,136.0712586,0
福井県 敦賀市 神楽町,35.6537996,136.0714775,0
福井県 敦賀市 河原町,35.6500699,136.0880007,0
福井県 敦賀市 櫛川町,35.648955,136.0456863,0
福井県 敦賀市 呉羽町,35.637495,136.0556605,0
福井県 敦賀市 泉,35.6664737,136.0809788,0
福井県 敦賀市 新松島町,35.6475941,136.0543048,0
福井県 敦賀市 高野,35.6418318,136.0921532,0
福井県 敦賀市 津内町,35.651808,136.0695945,0
福井県 敦賀市 長沢,35.633707,136.070967,0
福井県 敦賀市 萩野町,35.6286516,136.0455256,0
福井県 敦賀市 深川町,35.6392207,136.0836904,0
福井県 敦賀市 松島町,35.654988,136.0579597,0
福井県 敦賀市 深山寺,35.6544085,136.0990268,0
福井県 敦賀市 余座,35.6515669,136.0872091,0
福井県 小浜市 荒木,35.4855636,135.6833855,0
福井県 小浜市 上野,35.4745772,135.7932768,0
福井県 小浜市 奥田縄,35.448023,135.7266874,0
福井県 小浜市 小浜大宮,35.4912046,135.7423637,0
福井県 小浜市 小浜白鬚,35.4959458,135.7402722,0
福井県 小浜市 加尾,35.5431446,135.7698033,0
福井県 小浜市 加茂,35.4881818,135.8302876,0
福井県 小浜市 検見坂,35.482773,135.7731587,0
福井県 小浜市 島,35.4798652,135.7819637,0
福井県 小浜市 須縄,35.4646571,135.7285261,0
福井県 小浜市 竹原,35.498976,135.7542293,0
福井県 小浜市 西相生,35.4505277,135.6971849,0
福井県 小浜市 平野,35.4721581,135.8085643,0
福井県 小浜市 水取,35.5060031,135.7532016,0
福井県 小浜市 和久里,35.4870331,135.7579346,0
福井県 大野市 犬山,35.991443,136.478873,0
福井県 大野市 小黒見,35.9864127,136.5963238,0
福井県 大野市 上大納,35.8830657,136.6075132,0
福井県 大野市 御給,35.9590792,136.5372807,0
福井県 大野市 下黒谷,35.9513682,136.4808757,0
福井県 大野市 新河原,36.0107479,136.5325811,0
福井県 大野市 土打,35.9933557,136.5434105,0
福井県 大野市 中津川,36.0006475,136.4995151,0
福井県 大野市 西山,35.9398455,136.5321371,0
福井県 大野市 日吉町,35.9826166,136.4909551,0
福井県 大野市 南新在家,36.0076193,136.5077587,0
福井県 大野市 横枕,36.0028779,136.5082169,0
福井県 勝山市 荒土町中清水,36.0817088,136.4620675,0
福井県 勝山市 遅羽町北山,36.0412247,136.4880636,0
福井県 勝山市 北郷町上森川,36.0805835,136.441328,0
福井県 勝山市 郡町,36.0694244,136.497098,0
福井県 勝山市 下高島,36.0448054,136.5060674,0
福井県 勝山市 平泉寺町岩ケ野,36.0203892,136.5397639,0
福井県 勝山市 村岡町栃神谷,36.0916026,136.5315524,0
福井県 鯖江市 乙坂今北町,35.9628648,136.2321594,0
福井県 鯖江市 下司町,35.9394526,136.1729619,0
福井県 鯖江市 杉本町,35.982277,136.1750739,0
福井県 鯖江市 西番町,35.9884594,136.1699851,0
福井県 鯖江市 水落町,35.9691485,136.1826712,0
福井県 あわら市 稲越,36.1986267,136.2365835,0
福井県 あわら市 国影,36.2276364,136.2023106,0
福井県 あわら市 清王,36.2265124,136.2319551,0
福井県 あわら市 番田,36.2110828,136.1990893,0
福井県 あわら市 横垣,36.2242123,136.2163123,0
福井県 越前市 瓜生町,35.9246074,136.1788951,0
福井県 越前市 上杉本町,35.8866721,136.0533235,0
福井県 越前市 小谷町,35.8749456,136.0468605,0
福井県 越前市 新町,35.9039119,136.1530037,0
福井県 越前市 常久町,35.8844146,136.163931,0
福井県 越前市 錦町,35.9028876,136.1714659,0
福井県 越前市 広瀬町,35.8901885,136.147313,0
福井県 越前市 南小山町,35.8946597,136.2383608,0
福井県 越前市 若須町,35.8969179,136.0452488,0
福井県 坂井市 坂井町田島窪,36.1575076,136.2562222,0
福井県 坂井市 春江町江留上大和,36.1230881,136.2217214,0
福井県 坂井市 春江町為国中区,36.1282045,136.2265958,0
福井県 坂井市 丸岡町荒町,36.1555916,136.270382,0
福井県 坂井市 丸岡町上竹田,36.1542516,136.3328944,0
福井県 坂井市 丸岡町田屋,36.1520233,136.2941461,0
福井県 坂井市 丸岡町松川町,36.1565193,136.2736621,0
福井県 坂井市 三国町米ケ脇,36.2262327,136.1339773,0
福井県 坂井市 三国町米納津,36.1665915,136.1269816,0
福井県 吉田郡永平寺町 花谷,36.0901992,136.341884,0
福井県 吉田郡永平寺町 松岡室,36.0914226,136.2862221,0
福井県 今立郡池田町 常安,35.8780602,136.3458545,0
福井県 南条郡南越前町 具谷,35.8337612,136.1202171,0
福井県 南条郡南越前町 社谷,35.7955001,136.2184991,0
福井県 丹生郡越前町 蚊谷寺,35.9475577,136.0952973,0
福井県 丹生郡越前町 天王,35.9808265,136.124215,0
福井県 三方郡美浜町 河原市,35.603874,135.9436177,0
福井県 大飯郡高浜町 上車持,35.4786706,135.5920688,0
福井県 大飯郡おおい町 石山,35.4488374,135.5598902,0
福井県 大飯郡おおい町 野尻,35.458787,135.6154399,0
福井県 三方上中郡若狭町 下野木,35.4849623,135.8054674,0
福井県 三方上中郡若狭町 若王子,35.4551889,135.8700686,0
石川県 金沢市 上若松町,36.5501908,136.6923946,1
石川県 金沢市 御所町,36.5819815,136.6949792,1
石川県 金沢市 下鴛原町,36.4901136,136.7163913,1
石川県 金沢市 平町,36.4834083,136.6983187,1
石川県 金沢市 天神町,36.5603478,136.6730985,1
石川県 金沢市 西市瀬町,36.5026542,136.7304759,1
石川県 金沢市 福久町,36.6121661,136.6793875,1
石川県 金沢市 湯涌町,36.487504,136.7563458,1
石川県 小松市 芦田町,36.4052713,136.4435269,1
石川県 小松市 希望丘,36.3985343,136.4975591,1
石川県 小松市 高堂町,36.4376435,136.4792373,1
石川県 小松市 坊丸町,36.4302415,136.4411013,1
石川県 加賀市 大聖寺魚町,36.3056044,136.3102442,1
石川県 加賀市 大同町,36.2989663,136.3127915,1
石川県 加賀市 山中温泉二天町,36.2740956,136.3565462,1
石川県 白山市 内方新保町,36.4885693,136.5574678,1
石川県 白山市 菅波町,36.4907301,136.5732608,1
石川県 白山市 東美沢野町,36.5069518,136.5335806,1
石川県 白山市 米光町,36.4943659,136.511211,1
石川県 野々市市 扇が丘,36.5270203,136.6248725,1
岐阜県 岐阜市 藍川町,35.4205848,136.7639951,1
岐阜県 岐阜市 間之町,35.4309724,136.7653891,1
岐阜県 岐阜市 青柳町,35.4260174,136.7499438,1
岐阜県 岐阜市 茜部大川,35.3840697,136.7458016,1
岐阜県 岐阜市 茜部大野,35.3961988,136.7500087,1
岐阜県 岐阜市 茜部新所,35.3850446,136.7561335,1
岐阜県 岐阜市 茜部神清寺,35.3780844,136.7560951,1
岐阜県 岐阜市 茜部辰新,35.3814452,136.7620081,1
岐阜県 岐阜市 茜部寺屋敷,35.3748681,136.7518236,1
岐阜県 岐阜市 茜部中島,35.3928881,136.7490868,1
岐阜県 岐阜市 茜部野瀬,35.3740598,136.74513,1
岐阜県 岐阜市 茜部菱野,35.385364,136.7511064,1
岐阜県 岐阜市 芥見影山,35.4373477,136.8502878,1
岐阜県 岐阜市 芥見南山,35.4542263,136.8574254,1
岐阜県 岐阜市 尼ケ崎町,35.4192405,136.7775523,1
岐阜県 岐阜市 池ノ上町,35.4301278,136.7430197,1
岐阜県 岐阜市 伊奈波通,35.4289866,136.7665474,1
岐阜県 岐阜市 今嶺,35.3982123,136.7176606,1
岐阜県 岐阜市 岩滝東,35.4281432,136.8561235,1
岐阜県 岐阜市 宇佐東町,35.3995234,136.7364633,1
岐阜県 岐阜市 江川町,35.4227456,136.7597621,1
岐阜県 岐阜市 大倉町,35.4000345,136.7650235,1
岐阜県 岐阜市 大洞紅葉が丘,35.462076,136.8701688,1
岐阜県 岐阜市 織田町,35.4433902,136.7710771,1
岐阜県 岐阜市 鏡島中,35.4131464,136.7175629,1
岐阜県 岐阜市 水主町,35.3943463,136.756844,1
岐阜県 岐阜市 門屋野崎,35.4960625,136.8340438,1
岐阜県 岐阜市 加納梅田町,35.3970932,136.7479256,1
岐阜県 岐阜市 加納黒木町,35.4082029,136.7487167,1
岐阜県 岐阜市 加納城南通,35.3995818,136.7521693,1
岐阜県 岐阜市 加納永井町,35.4026675,136.7552076,1
岐阜県 岐阜市 加納東丸町,35.4029813,136.7644734,1
岐阜県 岐阜市 加納三笠町,35.4061726,136.748489,1
岐阜県 岐阜市 上大久和町,35.433436,136.7687888,1
岐阜県 岐阜市 上尻毛,35.4444501,136.7053026,1
岐阜県 岐阜市 萱場東町,35.4363712,136.7351096,1
岐阜県 岐阜市 菊水町,35.4453454,136.7713409,1
岐阜県 岐阜市 北野西,35.502706,136.8300635,1
岐阜県 岐阜市 木ノ下町,35.409375,136.7822216,1
岐阜県 岐阜市 久保見町,35.4095083,136.7443868,1
岐阜県 岐阜市 光樹町,35.393402,136.7614547,1
岐阜県 岐阜市 五坪町,35.4078335,136.7736308,1
岐阜県 岐阜市 権現町,35.4151074,136.7305665,1
岐阜県 岐阜市 鷺山新町,35.4533636,136.7511733,1
岐阜県 岐阜市 佐野,35.5153992,136.7226081,1
岐阜県 岐阜市 島田中町,35.4167851,136.7407232,1
岐阜県 岐阜市 下新町,35.4324778,136.7647864,1
岐阜県 岐阜市 白木町,35.4279783,136.7654837,1
岐阜県 岐阜市 末広町,35.4299003,136.7679445,1
岐阜県 岐阜市 清,35.4072391,136.7443424,1
岐阜県 岐阜市 早田本町,35.4368883,136.7536734,1
岐阜県 岐阜市 太平町,35.4492921,136.773524,1
岐阜県 岐阜市 多賀町,35.4213069,136.7642451,1
岐阜県 岐阜市 太郎丸樫木,35.4902932,136.8251337,1
岐阜県 岐阜市 旦島中,35.4350323,136.7272997,1
岐阜県 岐阜市 司町,35.4267257,136.7603397,1
岐阜県 岐阜市 徹明通,35.4171685,136.7582319,1
岐阜県 岐阜市 道三町,35.4460925,136.7638333,1
岐阜県 岐阜市 中西郷,35.4687382,136.6930703,1
岐阜県 岐阜市 長森岩戸,35.4219124,136.7835989,1
岐阜県 岐阜市 長良丘,35.441746,136.7725243,1
岐阜県 岐阜市 長良桜井町,35.443654,136.7818623,1
岐阜県 岐阜市 長良友瀬,35.4570187,136.777079,1
岐阜県 岐阜市 長良古津,35.4483821,136.8235934,1
岐阜県 岐阜市 畷町,35.4021731,136.7676509,1
岐阜県 岐阜市 西改田東改田入会地,35.4458944,136.7045332,1
岐阜県 岐阜市 西島町,35.4271835,136.7331907,1
岐阜県 岐阜市 二番町,35.4178962,136.761676,1
岐阜県 岐阜市 梅林南町,35.4178018,136.7694781,1
岐阜県 岐阜市 花園町,35.4118914,136.7521522,1
岐阜県 岐阜市 東改田,35.4489578,136.7106487,1
岐阜県 岐阜市 日置江,35.370757,136.7079073,1
岐阜県 岐阜市 日野西,35.4365777,136.8024991,1
岐阜県 岐阜市 吹上町,35.41288,136.738407,1
岐阜県 岐阜市 福光東,35.450989,136.7733267,1
岐阜県 岐阜市 平安町,35.4057893,136.7679036,1
岐阜県 岐阜市 堀田町,35.4433652,136.7844537,1
岐阜県 岐阜市 正木北町,35.4527969,136.7492763,1
岐阜県 岐阜市 又丸村中,35.4375206,136.7019562,1
岐阜県 岐阜市 美江寺町,35.4250898,136.7579928,1
岐阜県 岐阜市 溝口童子,35.4708013,136.83305,1
岐阜県 岐阜市 緑町,35.4283783,136.7618479,1
岐阜県 岐阜市 宮浦町,35.4373292,136.7290938,1
